Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID
5/13/21,2:23 PM,,,Attempted armed robbery,at Triangle Garage,"UPDATE at 2:23 p.m. on May 17: Police have arrested the suspect in the attempted armed robbery Thursday at Triangle Garage, and he currently is in custody at King County Jail.",Update,31,76
5/13/21,10:33 AM,,Triangle Garage near UW Medical Center,Attempted Robbery,Suspect remains at large.,"UPDATE at 10:33 a.m. on May 13: The suspect in the attempted robbery at the Triangle Garage near UW Medical Center remains at large, and UWPD is continuing its investigation. The suspect description and photos are below. The suspect is armed; if you see the suspect, don’t attempt to make contact and instead call 9-1-1.",Update,31,77
5/13/21,9:48 AM,Unknown,Triangle Garage and UW Medical Center,Attempted Robbery,Suspect was attempting to prowl a car and displayed a handgun when confronted.,"UPDATE at 9:48 a.m. on May 13: Police report an attempted robbery at the Triangle Garage near UW Medical Center. The suspect was reportedly attempting to prowl a car, when the victim confronted the individual, who displayed a handgun. The suspect fled the parking garage and was last seen at the bus stop on the south side of NE Pacific St. Police are still trying to locate the suspect.

The suspect was described as a heavyset man, with long stringy hair, wearing a dark blue jacket, blue jeans, a white pattered shirt and a blue face mask. He was carrying a briefcase. Photos from security camera footage are below. Contact UWPD with any information: 206-685-8973.

Security camera footage from May 13, 2021.

Security camera footage from May 13, 2021.",Update,31,78
5/13/21,9:42 AM,9:42 AM,Triangle Garage,Robbery,Handgun pointed at victim,ORIGINAL POST at 9:42 a.m. on May 13: Robbery with handgun pointed at victim @ Triangle Garage. Avoid area. More: alert.uw.edu,Original,31,79
5/6/21,,,NE 40th Street & University Way NE,Vaccine Clinic,UW partners with City of Seattle to host Johnson & Johnson one-dose vaccine pop-up clinic at Alder Commons until 3 p.m.,"UW Advisory: Single-dose COVID vaccine pop-up clinic now at Alder Commons

The UW is partnering with the City of Seattle to host a Johnson & Johnson one-dose vaccine pop-up clinic at Alder Commons now, until 3 p.m. (Thursday, May 6).

Map showing location of Alder Hall at the corner of NE 40th Street and University Way NE

Find more information at uw.edu/coronavirus.",Original,32,80
4/19/21,9:45 PM,,U Village,Armed Robbery,Police investigation of reported armed robbery,UPDATE at 9:45pm: Police investigation of the reported armed robbery near U Village continues. The scene is cleared. More information will be provided here if it becomes available.,Update,33,81
4/19/21,9:00 PM,9:00 PM,NE 45th St & U Village,Armed Robbery,Man wearing all black clothing and a skeleton face mask reportedly displayed a short-barrel rifle.,"ORIGINAL POST: Reported armed robbery at a business on NE 45th St, immediately southeast of U Village around 9pm. Seattle police are searching the area. Avoid if possible. Suspect described as a man wearing all black clothing and a skeleton face mask. Reportedly displayed a short-barrel rifle. More information will be provided here as it becomes available.

Anyone with information about the incident can contact SPD’s non-emergency phone line at 206-625-5011.",Original,33,82
2/12/21,2:20 PM,,,COVID-19,"The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15.","UPDATED at 2:20 p.m. Sunday: The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15, due to significant snow and potentially ongoing icy conditions around the region. Normal operations are expected to resume on the Seattle campus Tuesday, Feb. 16. Any updates will be announced accordingly.

With the University already in modified operational status due to COVID-19 – and due to the holiday weekend – the potential effect of this temporary suspension of nonessential operations due to weather conditions may be minimized because many employees, instructors and students should be able to continue their activities from their alternative work locations.

UW Bothell and UW Tacoma have also suspended operations through Monday. Visit uwb.edu/emergency for UW Bothell updates. Visit emergency.tacoma.uw.edu for UW Tacoma updates.

Nonessential employees

Under current COVID-19 modified operations, the majority of the University’s faculty, staff and student employees (defined in policy as nonessential to on-campus operations) are teleworking. Employees who are teleworking and scheduled to work Saturday should continue to do so during suspended operations. Those who cannot telework or are unable to continue teleworking due to weather-related impacts (e.g., power outage) or changes in telework circumstances as a result of operational suspension should follow the UW Suspended Operations Policy.

Essential employees

Employees identified by their unit as performing an essential service — and who must come to campus during the COVID-19 pandemic — are required to report to work during any period of declared suspended operation.

Students and instructors

Classes that are being taught remotely should continue to do so during suspended operations. Instructors who are unable to teach remotely due to weather-related impacts should communicate directly with students and provide alternatives as appropriate. Students who are unable to participate remotely due to weather-related impacts should similarly communicate with their instructor. In-person instruction will not meet on campus during suspended operations. Instructors currently teaching in person should communicate in advance with students about expectations for remote instruction or alternative class assignments.

UW Athletics

For updates regarding athletics events – which are being held with no spectators in attendance in adherence to state guidelines – please visit gohuskies.com or @UWAthletics on Twitter.

More information

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit’s Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management at disaster@uw.edu.

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.",Update,34,83
2/12/21,,,,Nonessential Employees,"Under current COVID-19 modified operations, employees that are teleworking and scheduled to work Saturday should continue to do so during suspended operations.","UPDATED at 2:20 p.m. Sunday: The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15, due to significant snow and potentially ongoing icy conditions around the region. Normal operations are expected to resume on the Seattle campus Tuesday, Feb. 16. Any updates will be announced accordingly.

With the University already in modified operational status due to COVID-19 – and due to the holiday weekend – the potential effect of this temporary suspension of nonessential operations due to weather conditions may be minimized because many employees, instructors and students should be able to continue their activities from their alternative work locations.

UW Bothell and UW Tacoma have also suspended operations through Monday. Visit uwb.edu/emergency for UW Bothell updates. Visit emergency.tacoma.uw.edu for UW Tacoma updates.

Nonessential employees

Under current COVID-19 modified operations, the majority of the University’s faculty, staff and student employees (defined in policy as nonessential to on-campus operations) are teleworking. Employees who are teleworking and scheduled to work Saturday should continue to do so during suspended operations. Those who cannot telework or are unable to continue teleworking due to weather-related impacts (e.g., power outage) or changes in telework circumstances as a result of operational suspension should follow the UW Suspended Operations Policy.

Essential employees

Employees identified by their unit as performing an essential service — and who must come to campus during the COVID-19 pandemic — are required to report to work during any period of declared suspended operation.

Students and instructors

Classes that are being taught remotely should continue to do so during suspended operations. Instructors who are unable to teach remotely due to weather-related impacts should communicate directly with students and provide alternatives as appropriate. Students who are unable to participate remotely due to weather-related impacts should similarly communicate with their instructor. In-person instruction will not meet on campus during suspended operations. Instructors currently teaching in person should communicate in advance with students about expectations for remote instruction or alternative class assignments.

UW Athletics

For updates regarding athletics events – which are being held with no spectators in attendance in adherence to state guidelines – please visit gohuskies.com or @UWAthletics on Twitter.

More information

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit’s Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management at disaster@uw.edu.

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.",Update,34,83
2/12/21,,,,Essential Employees,Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation.,"UPDATED at 2:20 p.m. Sunday: The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15, due to significant snow and potentially ongoing icy conditions around the region. Normal operations are expected to resume on the Seattle campus Tuesday, Feb. 16. Any updates will be announced accordingly.

With the University already in modified operational status due to COVID-19 – and due to the holiday weekend – the potential effect of this temporary suspension of nonessential operations due to weather conditions may be minimized because many employees, instructors and students should be able to continue their activities from their alternative work locations.

UW Bothell and UW Tacoma have also suspended operations through Monday. Visit uwb.edu/emergency for UW Bothell updates. Visit emergency.tacoma.uw.edu for UW Tacoma updates.

Nonessential employees

Under current COVID-19 modified operations, the majority of the University’s faculty, staff and student employees (defined in policy as nonessential to on-campus operations) are teleworking. Employees who are teleworking and scheduled to work Saturday should continue to do so during suspended operations. Those who cannot telework or are unable to continue teleworking due to weather-related impacts (e.g., power outage) or changes in telework circumstances as a result of operational suspension should follow the UW Suspended Operations Policy.

Essential employees

Employees identified by their unit as performing an essential service — and who must come to campus during the COVID-19 pandemic — are required to report to work during any period of declared suspended operation.

Students and instructors

Classes that are being taught remotely should continue to do so during suspended operations. Instructors who are unable to teach remotely due to weather-related impacts should communicate directly with students and provide alternatives as appropriate. Students who are unable to participate remotely due to weather-related impacts should similarly communicate with their instructor. In-person instruction will not meet on campus during suspended operations. Instructors currently teaching in person should communicate in advance with students about expectations for remote instruction or alternative class assignments.

UW Athletics

For updates regarding athletics events – which are being held with no spectators in attendance in adherence to state guidelines – please visit gohuskies.com or @UWAthletics on Twitter.

More information

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit’s Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management at disaster@uw.edu.

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.",Update,34,83
2/12/21,,,,Students and Instructors,Classes that are being taught remotely should continue to do so during suspended operations.,"UPDATED at 2:20 p.m. Sunday: The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15, due to significant snow and potentially ongoing icy conditions around the region. Normal operations are expected to resume on the Seattle campus Tuesday, Feb. 16. Any updates will be announced accordingly.

With the University already in modified operational status due to COVID-19 – and due to the holiday weekend – the potential effect of this temporary suspension of nonessential operations due to weather conditions may be minimized because many employees, instructors and students should be able to continue their activities from their alternative work locations.

UW Bothell and UW Tacoma have also suspended operations through Monday. Visit uwb.edu/emergency for UW Bothell updates. Visit emergency.tacoma.uw.edu for UW Tacoma updates.

Nonessential employees

Under current COVID-19 modified operations, the majority of the University’s faculty, staff and student employees (defined in policy as nonessential to on-campus operations) are teleworking. Employees who are teleworking and scheduled to work Saturday should continue to do so during suspended operations. Those who cannot telework or are unable to continue teleworking due to weather-related impacts (e.g., power outage) or changes in telework circumstances as a result of operational suspension should follow the UW Suspended Operations Policy.

Essential employees

Employees identified by their unit as performing an essential service — and who must come to campus during the COVID-19 pandemic — are required to report to work during any period of declared suspended operation.

Students and instructors

Classes that are being taught remotely should continue to do so during suspended operations. Instructors who are unable to teach remotely due to weather-related impacts should communicate directly with students and provide alternatives as appropriate. Students who are unable to participate remotely due to weather-related impacts should similarly communicate with their instructor. In-person instruction will not meet on campus during suspended operations. Instructors currently teaching in person should communicate in advance with students about expectations for remote instruction or alternative class assignments.

UW Athletics

For updates regarding athletics events – which are being held with no spectators in attendance in adherence to state guidelines – please visit gohuskies.com or @UWAthletics on Twitter.

More information

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit’s Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management at disaster@uw.edu.

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.",Update,34,83
2/12/21,,,,UW Athletics,"For updates regarding athletics events, please visit gohuskies.com or @UWAthletics on Twitter.","UPDATED at 2:20 p.m. Sunday: The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15, due to significant snow and potentially ongoing icy conditions around the region. Normal operations are expected to resume on the Seattle campus Tuesday, Feb. 16. Any updates will be announced accordingly.

With the University already in modified operational status due to COVID-19 – and due to the holiday weekend – the potential effect of this temporary suspension of nonessential operations due to weather conditions may be minimized because many employees, instructors and students should be able to continue their activities from their alternative work locations.

UW Bothell and UW Tacoma have also suspended operations through Monday. Visit uwb.edu/emergency for UW Bothell updates. Visit emergency.tacoma.uw.edu for UW Tacoma updates.

Nonessential employees

Under current COVID-19 modified operations, the majority of the University’s faculty, staff and student employees (defined in policy as nonessential to on-campus operations) are teleworking. Employees who are teleworking and scheduled to work Saturday should continue to do so during suspended operations. Those who cannot telework or are unable to continue teleworking due to weather-related impacts (e.g., power outage) or changes in telework circumstances as a result of operational suspension should follow the UW Suspended Operations Policy.

Essential employees

Employees identified by their unit as performing an essential service — and who must come to campus during the COVID-19 pandemic — are required to report to work during any period of declared suspended operation.

Students and instructors

Classes that are being taught remotely should continue to do so during suspended operations. Instructors who are unable to teach remotely due to weather-related impacts should communicate directly with students and provide alternatives as appropriate. Students who are unable to participate remotely due to weather-related impacts should similarly communicate with their instructor. In-person instruction will not meet on campus during suspended operations. Instructors currently teaching in person should communicate in advance with students about expectations for remote instruction or alternative class assignments.

UW Athletics

For updates regarding athletics events – which are being held with no spectators in attendance in adherence to state guidelines – please visit gohuskies.com or @UWAthletics on Twitter.

More information

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit’s Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management at disaster@uw.edu.

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.",Update,34,83
2/12/21,,,,More Information,"If you have questions about HR practices during suspended operations and inclement weather, contact your unit’s Human Resources Consultant.","UPDATED at 2:20 p.m. Sunday: The UW’s Seattle campus operations will remain suspended through Monday, Feb. 15, due to significant snow and potentially ongoing icy conditions around the region. Normal operations are expected to resume on the Seattle campus Tuesday, Feb. 16. Any updates will be announced accordingly.

With the University already in modified operational status due to COVID-19 – and due to the holiday weekend – the potential effect of this temporary suspension of nonessential operations due to weather conditions may be minimized because many employees, instructors and students should be able to continue their activities from their alternative work locations.

UW Bothell and UW Tacoma have also suspended operations through Monday. Visit uwb.edu/emergency for UW Bothell updates. Visit emergency.tacoma.uw.edu for UW Tacoma updates.

Nonessential employees

Under current COVID-19 modified operations, the majority of the University’s faculty, staff and student employees (defined in policy as nonessential to on-campus operations) are teleworking. Employees who are teleworking and scheduled to work Saturday should continue to do so during suspended operations. Those who cannot telework or are unable to continue teleworking due to weather-related impacts (e.g., power outage) or changes in telework circumstances as a result of operational suspension should follow the UW Suspended Operations Policy.

Essential employees

Employees identified by their unit as performing an essential service — and who must come to campus during the COVID-19 pandemic — are required to report to work during any period of declared suspended operation.

Students and instructors

Classes that are being taught remotely should continue to do so during suspended operations. Instructors who are unable to teach remotely due to weather-related impacts should communicate directly with students and provide alternatives as appropriate. Students who are unable to participate remotely due to weather-related impacts should similarly communicate with their instructor. In-person instruction will not meet on campus during suspended operations. Instructors currently teaching in person should communicate in advance with students about expectations for remote instruction or alternative class assignments.

UW Athletics

For updates regarding athletics events – which are being held with no spectators in attendance in adherence to state guidelines – please visit gohuskies.com or @UWAthletics on Twitter.

More information

If you have questions about HR practices during suspended operations and inclement weather, please contact your unit’s Human Resources Consultant. If you have questions about or need assistance with business continuity planning, please contact UW Emergency Management at disaster@uw.edu.

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.",Update,34,83
1/18/21,1:15 PM,,,,Investigation of gas smell,"[UPDATE 1:15 p.m.] All clear. Seattle Fire Department personnel could not confirm any smell of gas in the area of the J&K Wing loading dock at the Health Sciences Building and are wrapping up their response. Puget Sound Energy will continue to investigate, but the area is now clear.",Update,34,84
1/18/21,12:57 PM,,Health Sciences Building,Gas Smell,Investigating,"[UPDATE 12:57 p.m.] The Seattle Fire Department is investigating a report of the smell of gas at the J&K wing loading dock of the Health Sciences Building. Please avoid the area until further notice.

More information will be provided on this page as it becomes available.",Update,34,85
1/18/21,12:54 PM,12:54 PM,J&K wing load dock (Health Sciences bldg),Smell of gas,SFD investigating smell of gas at J&K wing load dock (Health Sciences bldg). Avoid area.,"[ORIGINAL POST at 12:54 p.m.] SFD investigating smell of gas at J&K wing load dock (Health Sciences bldg). Avoid area. Info: alert.uw.edu

Sent at 12:54pm Mon",Original,34,86
12/24/20,,,Roosevelt Way NE & NE 50th St.,Fire,Large fire in a vacant commercial building with no reported injuries.,"Seattle Fire response near Roosevelt Way NE and NE 50th St.

Seattle Fire Department crews are responding to a large fire in a vacant commercial building in the University District, near Roosevelt Way NE and NE 50th St. No injuries have been reported at this time.

Please avoid the area. Road closures are in places and traffic is being diverted to accommodate the fire response.

Crews are investigating reports of a fire near a commercial building at Roosevelt Way NE & NE 50th St. Please avoid the area. @SDOTtraffic

— Seattle Fire Dept. (@SeattleFire) December 24, 2020

More updates are being posted on Seattle Fire’s Twitter feed.",Original,35,87
10/22/20,,,,Service Outage,911 system outage in the state of Washington reported Thursday afternoon.,"911 outage reported throughout WA Thursday afternoon

A 911 system outage in the state of Washington was reported Thursday afternoon. UWPD’s system may have been affected briefly but appears to be working normally. Please do not test 911.

If you are on campus and need to reach UWPD in an emergency and experience any issues with 911, please call 206-685-8973.

This website provides alternative phone numbers for emergencies statewide, if needed: https://mil.wa.gov/911-alternative-phone-numbers",Original,36,88
10/14/20,,10:15 AM,,Earthquake Drill,UW Alert notification system and UW Outdoor Alert notification system will be tested in conjunction with the Great ShakeOut 2020 earthquake drill.,"UW Alert test on Oct. 15 timed with Great ShakeOut 2020

The UW Alert notification system will be tested on Thursday, Oct. 15, around 10:15 a.m., in conjunction with the Great ShakeOut 2020, an international earthquake drill.

A test UW Alert message will be sent via email and text, and posted on the UW Alert Twitter feed and Facebook page, reminding people about the drill and directing them to more information about preparing for earthquakes. If you don’t already receive these UW Alert notifications, sign up and learn more here.

The UW Outdoor Alert notification system will also be tested the morning of Oct. 15.

Learn more about the Washington state ShakeOut drill here.

More information:

Learn about earthquake risks in the Pacific Northwest and how to become better prepared (UW Emergency Management)

Learn about earthquakes and faults in Washington state (Department of Natural Resources)

Harold Tobin, UW professor of Earth and space sciences and director of the Pacific Northwest Seismic Network, discusses seismic risks in the Pacific Northwest.",Original,37,89
9/30/20,1:11 PM,,,Fire Response,Stevens Court,"UPDATE at 1:11 PM: The fire response at Stevens Court has been cleared, and all surrounding roads are open.",Update,38,90
9/30/20,12:24 PM,,Stevens Court,Fire in apartment unit kitchen,"Stovetop fire and smoke activated building’s sprinkler system, causing water damage","UPDATE at 12:24 PM: The fire in an apartment unit kitchen in Stevens Court has been extinguished. Seattle Fire Department crews remain on scene to help with smoke and water clean-up. One person sustained a minor burn injury.

A stovetop fire and smoke activated the building’s sprinkler system, causing some water damage to the apartment and surrounding units, officials said. Fire crews are working to clear water and smoke from the building.

Traffic closures are still in place on Brooklyn Ave. NE between NE 40th St. and NE Pacific St. Please continue to avoid the area.",Update,38,91
9/30/20,12:16 PM,Unknown,Stevens Court,Fire Response,Traffic closures; avoid area,ORIGINAL POST at 12:16 PM: Fire response at Stevens Court. Traffic closures; avoid area. More info alert.uw.edu,Original,38,92
9/14/20,11:55 AM,,,Hazardous Materials Response,Alarm triggered due to issue with ventilation system in building. No leak or release of hazardous materials.,[Update at 11:55 a.m.]: Seattle Fire Department officials have investigated and cleared the hazardous materials response at the Molecular Engineering & Sciences Building. An alarm was triggered due to an issue with the ventilation system in the building. There was no leak or release of hazardous materials. Anyone who is authorized to work in the building is allowed to re-enter.,Update,39,93
9/14/20,11:28 AM,,Grant Lane & Stevens Way,Hazardous Materials,Possible Hazardous Materials Incident,[Update at 11:28 a.m.]: The Seattle Fire Department is responding to a possible hazardous materials incident inside the Molecular Engineering & Sciences Building near Grant Lane and Stevens Way. Please avoid the area until further notice. More updates will be provided here as they become available.,Update,39,94
9/14/20,11:22 AM,11:22 AM,Molecular Eng & Sciences Bldg,HazMat,Possible HazMat Incident,"[ORIGINAL POST: 11:22 a.m.]: SFD responding to possible HazMat incident @ Molecular Eng & Sciences Bldg. Avoid area. Updates: alert.uw.edu

Sent at 11:22 a.m. Mon",Original,39,95
8/30/20,4:26 PM,Unknown,NE 47th St. & Roosevelt Ave. NE,Shooting,"Accidental, No Suspect",[UPDATED at 4:26 p.m.]: Seattle police investigated a reported shooting inside a business near NE 47th St. & Roosevelt Ave. NE. They determined the shooting appeared to have been accidental and there is no suspect outstanding.,Update,40,96
8/30/20,4:08 PM,4:08 PM,NE 47th St & Roosevelt Ave. NE,Shooting,Shooting inside business near intersection,"[ORIGINAL POST at 4:08 p.m. Sunday]: Report of shooting inside business near NE 47th St & Roosevelt Ave. NE. SPD on scene. Avoid area. More info: alert.uw.edu

Sent at 4:08pm Sun",Original,40,97
8/28/20,11:25 AM,(N/A),(N/A),Police Presence,"Suspect reported, no injuries. Police continuing to investigate.","[UPDATE 11:25 a.m.] Suspect: Male, 5′ 10″ wearing dark jacket, dark sunglasses, bandana, carrying a brown or orange-colored bag. Last known direction of travel was east of the bank.

No injuries have been reported.

A large police presence is in the area. Seattle Police are continuing to investigate.

Further updates will be provided as they become available.",Update,41,98
8/28/20,10:53 AM,10:53 AM,U Way NE and NE 47th St.,Bank Robbery,Shot Fired,"[ORIGINAL POST 10:53 a.m.] There was a bank robbery at U Way NE and NE 47th St. Report of a shot fired. There is a large police presence. Avoid the area.

More information will be provided when available.",Original,41,99
6/3/20,,,,Protest,"A protest that police had reason to believe was intended to incite violence, property damage and theft","A message regarding Monday’s UW Advisory and UW Alert messages

We have heard concerns and criticism from many members of the UW community and beyond about the UW Advisory and UW Alert messages that went out Monday ahead of and during some demonstrations near University Village. Bottom line: We hear you and we will take this feedback seriously moving forward.

The notification system is designed to provide information to the UW community about disruptions or emergencies that could threaten their safety. (Learn more about the notification system here). The first advisory was sent as a precaution about a protest that police had reason to believe was intended to incite violence, property damage and theft, and not as a peaceful demonstration intended to call attention to the very real and serious issue of systemic racism. In hindsight, it is clear that the initial note to avoid the area could be read as a directive to not attend a protest. That was not its intention but in retrospect, we should have been clearer and will aim to in the future.

Regarding the second message, the Safeway store near University Village was broken into and was being looted by several people. As part of this incident, an individual who we learned later is a UW student was assaulted by multiple people trying to force their way into the store. All of this occurred within a span of about 15 minutes and the decision was made to send a UW Alert message to advise the UW community about a potentially dangerous situation, especially considering the location which has student housing around it in multiple directions.

A nearby traffic camera that was pointed toward Safeway showed a peaceful group of protestors sitting in the Safeway parking lot, and some helicopter footage showed University Village itself was heavily guarded and clear of anyone except for police patrolling the area. UW police contacts on the ground reported the activity at Safeway, and confirmed that the broken windows and looting was out of view of these cameras. We made the decision to send the message based on the information available at the time and did not intend to imply that the full group was involved in any such activity.

Finally, every time the Crisis Communications Team is convened, we conduct an after-action review to assess, analyze and learn from every decision we make and every message we send. We understand that words matter, and we will take this feedback and consider it when making future decisions.",Original,42,100
6/3/20,,,,Looting,Safeway store near University Village was broken into and was being looted by several people,"A message regarding Monday’s UW Advisory and UW Alert messages

We have heard concerns and criticism from many members of the UW community and beyond about the UW Advisory and UW Alert messages that went out Monday ahead of and during some demonstrations near University Village. Bottom line: We hear you and we will take this feedback seriously moving forward.

The notification system is designed to provide information to the UW community about disruptions or emergencies that could threaten their safety. (Learn more about the notification system here). The first advisory was sent as a precaution about a protest that police had reason to believe was intended to incite violence, property damage and theft, and not as a peaceful demonstration intended to call attention to the very real and serious issue of systemic racism. In hindsight, it is clear that the initial note to avoid the area could be read as a directive to not attend a protest. That was not its intention but in retrospect, we should have been clearer and will aim to in the future.

Regarding the second message, the Safeway store near University Village was broken into and was being looted by several people. As part of this incident, an individual who we learned later is a UW student was assaulted by multiple people trying to force their way into the store. All of this occurred within a span of about 15 minutes and the decision was made to send a UW Alert message to advise the UW community about a potentially dangerous situation, especially considering the location which has student housing around it in multiple directions.

A nearby traffic camera that was pointed toward Safeway showed a peaceful group of protestors sitting in the Safeway parking lot, and some helicopter footage showed University Village itself was heavily guarded and clear of anyone except for police patrolling the area. UW police contacts on the ground reported the activity at Safeway, and confirmed that the broken windows and looting was out of view of these cameras. We made the decision to send the message based on the information available at the time and did not intend to imply that the full group was involved in any such activity.

Finally, every time the Crisis Communications Team is convened, we conduct an after-action review to assess, analyze and learn from every decision we make and every message we send. We understand that words matter, and we will take this feedback and consider it when making future decisions.",Original,42,100
6/1/20,5:35 PM,None,University Village,Police Presence,Large police presence near University Village. Citywide curfew begins at 6 PM.,[UPDATE at 5:35 p.m.] A large police presence remains near University Village. Please continue to avoid the area. A reminder that the citywide curfew begins at 6 p.m.,Update,43,101
6/1/20,5:03 PM,,,Disturbance,"One person injured and taken to the hospital, no arrests have been made.","[UPDATE at 5:03 p.m.] Police are on site and handling the disturbance. Please continue to avoid the area.

Police report that one person was injured and taken to the hospital. No arrests have been made.",Update,43,102
6/1/20,4:38 PM,4:38 PM,NE 45th St. and 25th Ave. NE,Looting,A large group has formed around University Village and people are smashing store windows and looting businesses.,[UPDATE at 4:38 p.m.] A large group has formed around University Village and people are smashing store windows and looting businesses. Traffic closures are in place near NE 45th St. and 25th Ave. NE. Please avoid the area and find alternative routes.,Update,43,103
-,-,-,-,-,-,"[UPDATE at 2:34 p.m.] The following UW Housing & Food Services service modifications are in effect:

Nordheim Court desk was closed at 2 PM

Local Point, Center Table, The Nook, and District Market dining venues will close at 6 PM.",Update,43,104
6/1/20,2:34 PM,2:00 PM,,Closing,Nordheim Court desk closed at 2 PM,"[UPDATE at 2:34 p.m.] The following UW Housing & Food Services service modifications are in effect:

Nordheim Court desk was closed at 2 PM

Local Point, Center Table, The Nook, and District Market dining venues will close at 6 PM.",Update,43,104
6/1/20,2:34 PM,6:00 PM,,Closing,"Local Point, Center Table, The Nook, and District Market dining venues closed at 6 PM","[UPDATE at 2:34 p.m.] The following UW Housing & Food Services service modifications are in effect:

Nordheim Court desk was closed at 2 PM

Local Point, Center Table, The Nook, and District Market dining venues will close at 6 PM.",Update,43,104
6/1/20,2:30 PM,,,Roadway Safety,Please avoid roadways around campus,"[UPDATE at 2:30 p.m.] Please avoid roadways around campus, to the extent possible, to allow emergency vehicles to access the area if needed.",Update,43,105
6/1/20,2:25 PM,6:00 PM,,Citywide Curfew,Seattle Mayor Jenny Durkan announced a citywide curfew of 6 p.m. Monday through 5 a.m. Tuesday.,[UPDATE at 2:25 p.m.] Seattle Mayor Jenny Durkan has announced a citywide curfew of 6 p.m. Monday through 5 a.m. Tuesday.,Update,43,106
6/1/20,2:10 PM,,,Potential Protest,Police Monitoring U Village,[ORIGINAL POST at 2:10 p.m.] Police are monitoring a potential protest at University Village this afternoon. Members of the UW community who are on or around campus are advised to avoid the U Village area. Businesses there are closing early. More information will be provided here as it becomes available.,Original,43,107
5/31/20,,5:00 PM,,Citywide Curfew,"City of Seattle has imposed a curfew for Sunday night, beginning at 5 p.m. and remaining in place until 5 a.m. Monday.","UW Advisory: Citywide curfew in effect at 5 p.m. Sunday

As a reminder, the City of Seattle has imposed a curfew for Sunday night, beginning at 5 p.m. and remaining in place until 5 a.m. Monday. Residents are asked to stay home and not to travel in and through downtown.

The curfew comes after some demonstrations Saturday in downtown Seattle turned violent and fires were intentionally set, according to Mayor Jenny Durkan’s announcement, and it is intended “to preserve the safety of our residents by keeping our streets safe and accessible for essential workers and first responders and preventing the further spread of COVID-19.”

The curfew is intended to be observed voluntarily and will not be enforced “except for violations that result in public health and safety threats,” the mayor’s announcement states. More details on the curfew can be found on the City of Seattle’s website here.",Original,44,108
5/30/20,5:53 PM,5:00 PM,,Curfew,"Mayor Durkan, Police Chief Carmen Best and Fire Chief Harold Scoggins announced a 5:00 PM curfew effective today, May 30 and tomorrow, May 31 lasting from 5:00 PM to 5:00 AM.","[UPDATE at 5:53 p.m.] Seattle Mayor Jenny Durkan has issued a news release announcing the curfew. Here are the primary points:

Mayor Jenny A. Durkan, Police Chief Carmen Best, and Fire Chief Harold Scoggins announced an 5:00 p.m. curfew effective today, May 30 and tomorrow, May 31. Mayor Durkan will soon be signing an emergency order. The curfew will be in effect from 5:00 pm – 5:00 am, and during those hours residents and visitors should remain in their residence to the extent possible and should refrain from traveling in and through Seattle. The curfew is intended to prevent violence and widespread property damage, and to prevent the further community spread of COVID-19 through continued gathering.

Read the full release and further details here.",Update,45,109
5/30/20,5:45 PM,--,--,Curfew,District Market and Local Point closing soon,"[UPDATE at 5:45 p.m.] On the UW campus, District Market and Local Point will be closing soon as a result of the citywide curfew.",Update,45,110
5/30/20,5:28 PM,5:00 PM,,Curfew,Fires and dangerous situation downtown.,"[ORIGINAL POST at 5:30 p.m.] The City of Seattle has imposed an immediate 5 p.m. curfew due to fires and an extremely dangerous situation downtown. Residents are asked to stay home, stay safe. More updates will be provided here as they become available.

Sent at 5:28:37 PM Sat",Original,45,111
4/9/20,10:49 PM,,,,Suspect not located; police investigating,UPDATE at 10:49 p.m.: Seattle police have not yet located the suspect and will continue investigating. Any further update will be provided here as it becomes available.,Update,46,112
