,Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID,Google Address,geometry
58,2022-10-18,12:01:00,,Portage Bay Garage,Assault,"A man pulled a knife and scratched at the back of a truck after asking the person in the truck for the time. He then fled the area, stabbing at a sign on his way out.","UPDATE at 12:01 p.m. Tuesday: A person was sitting in a truck inside the Portage Bay Garage when a man knocked on the window to ask the time. The person gave him the time and then he became agitated, pulled a knife and scratched at the back of the truck. The person in the truck threatened to call the police and the man wielding the knife left the area, stabbing at a sign on the way out of the garage and fleeing northbound on 15th Ave. NE.

The man is described as having a slim build, possibly wearing a hat and possibly wearing a jacket. Please be alert to your surroundings if you are in the area.",Update,20,59,"Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6533531, 'lng': -122.3135315}, 'southwest': {'lat': 47.6527438, 'lng': -122.3142766}}, 'location': {'lat': 47.6530427, 'lng': -122.3139075}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6543974302915, 'lng': -122.3126756697085}, 'southwest': {'lat': 47.6516994697085, 'lng': -122.3153736302915}}}"
59,2022-10-18,11:57:00,,Portage Bay Garage,Man Made Threats,Pulled knife; no injuries; suspect fled north on 15th Ave NE,"ORIGINAL POST: Man made threats, pulled knife in Portage Bay Garage. No injuries. Suspect fled north on 15th Ave NE. Info: alert.uw.edu

Sent @ 11:57am Tue",Original,20,60,"Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6533531, 'lng': -122.3135315}, 'southwest': {'lat': 47.6527438, 'lng': -122.3142766}}, 'location': {'lat': 47.6530427, 'lng': -122.3139075}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6543974302915, 'lng': -122.3126756697085}, 'southwest': {'lat': 47.6516994697085, 'lng': -122.3153736302915}}}"
60,2022-10-09,06:51:00,05:52:00,Unspecified,Burglary/Theft,Suspect breaking in through unlocked door.,"UPDATE at 6:51 a.m. Sunday: Police will continue to search for the suspect, however the area is being reopened. The man is believed to have entered through an unlocked door at the house. Please lock doors and windows, and remain vigilant. If you see the person in the photo below, please call 911.",Update,21,61,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
61,2022-10-09,06:34:00,05:52:00,Unknown,,Searching for suspect,UPDATE at 6:34 a.m. Sunday: Police are still searching for the suspect. Photo of the suspect is here:,Update,21,62,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
62,2022-10-09,06:01:00,05:52:00,Unknown,,"Suspect may have tattoo on his arm, height possibly closer to 5-foot-8.","UPDATE at 6:01 a.m. Sunday: Suspect may have have a tattoo on his arm, height possibly closer to 5-foot-8.",Update,21,63,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
63,2022-10-09,05:57:00,05:52:00,Unknown,Home Invasion Robbery,"Suspect with black handgun in 50s or 60s, 5-foot-10 with gray or black hair, no shirt and blue jeans","UPDATE at 5:57 a.m. Sunday: Seattle police are investigating a home invasion robbery in which a suspect may have had a black handgun. The suspect is described as a man in his 50s or 60s, 5-foot-10 with gray or black hair, no shirt and blue jeans. Avoid the area until further notice, if possible. People living in the area should stay inside and lock doors and windows until further notice.",Update,21,64,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
64,2022-10-09,05:52:00,05:52:00,4700 block of 18th Ave. NE,Home Invasion,Robbery,"ORIGINAL POST at 5:52 a.m. Sunday: Seattle PD investigating home invasion robbery on 4700 block of 18th Ave. NE. Avoid area. More info: alert.uw.edu

Sent at 5:52am Sun",Original,21,65,"4700 18th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6630913, 'lng': -122.3083386}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.66444028029151, 'lng': -122.3069896197085}, 'southwest': {'lat': 47.66174231970851, 'lng': -122.3096875802915}}}"
65,2022-10-02,02:22:00,01:05:00,Unknown,Shooting,U District shooting with no suspect,UPDATE at 2:22 a.m. Sunday: No suspect has been found in the U District shooting. Seattle PD has reopened the area. Please remain vigilant. Any further updates will be provided here as they become available.,Update,22,66,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
66,2022-10-02,01:52:00,01:05:00,Unknown,Shooting,Fourth victim reported with non-life-threatening injuries. Seattle police still searching the area.,UPDATE at 1:52 a.m. Sunday: A fourth victim with non-life-threatening injuries is reported to have been shot in this incident. Seattle police are still searching the area.,Update,22,67,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
67,2022-10-02,01:22:00,01:05:00,NE 43rd Street and University Way NE,Shooting,"Three people shot at a business near the corner. Suspect is described as a male, 6-foot-2 with a large build, a cut or gash near one eyebrow, wearing a dark-colored cap and dark hoodie. Injuries not believed to be life threatening.","UPDATE at 1:22 a.m. Sunday: Three people are reported to have been shot at a business near the corner of NE 43rd Street and University Way NE. The suspect left the area on foot in an unknown direction of travel. The suspect is described as being a male around 6-foot-2 with a large build, a cut or gash near one eyebrow, wearing a dark-colored cap and dark hoodie. Please avoid the area until more information is provided. All three victims' injuries are not believed to be life threatening.",Update,22,68,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
68,2022-10-02,01:15:00,01:05:00,NE 43rd St & U Way NE,Shooting,Shooting reported at business near NE 43rd St & U Way NE,"ORIGINAL POST at 1:15 a.m. Sunday: Shooting reported at business near NE 43rd St & U Way NE at 1:05am. Avoid area. Info: alert.uw.edu

Sent at 1:15am Sun",Original,22,69,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
69,2022-09-12,14:11:00,,NE 45th Street and 19th Avenue NE,Fallen Tree Branch Injury,Individual transported to hospital and is in satisfactory condition.,UPDATE at 2:11 p.m. Monday: The individual injured by a fallen tree branch near NE 45th Street and 19th Avenue NE has been transported to a nearby hospital and is in satisfactory condition. Traffic is now mostly open in both directions.,Update,23,70,"19th Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612605, 'lng': -122.3072522}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66260948029149, 'lng': -122.3059032197085}, 'southwest': {'lat': 47.65991151970849, 'lng': -122.3086011802915}}}"
70,2022-09-12,12:58:00,,NE 45th Street,Traffic Blocked,Tree branch fell,UPDATE at 12:58 p.m. Monday: Traffic is blocked in both directions on NE 45th Street between 17th Ave. NE and 21st Ave. NE while emergency responders address a large tree branch in the roadway that fell and injured an individual. The individual is being transported to a nearby hospital and emergency responders are working to clear the roadway. There is considered to be no ongoing safety threat to the campus community. Please avoid the area until more information is provided.,Update,23,71,"NE 45th St, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.66139910000002, 'lng': -122.2868785}, 'southwest': {'lat': 47.66100739999997, 'lng': -122.3209165}}, 'location': {'lat': 47.6612069, 'lng': -122.3043831}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66255223029149, 'lng': -122.2868785}, 'southwest': {'lat': 47.6598542697085, 'lng': -122.3209165}}}"
71,2022-09-12,12:52:00,,NE 45th St/19th Ave NE,Emergency Response,Traffic Disruption,"ORIGINAL POST: Traffic disruption at NE 45th St/19th Ave NE due to emergency response. No threat to campus. More info: alert.uw.edu

Sent 12:52pm Mon",Original,23,72,"19th Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6612605, 'lng': -122.3072522}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66260948029149, 'lng': -122.3059032197085}, 'southwest': {'lat': 47.65991151970849, 'lng': -122.3086011802915}}}"
72,2022-09-02,10:17:00,,Center for Urban Horticulture,Brush Fire,Small fire put out.,UPDATE at 10:17 a.m. Friday: Seattle Fire Department personnel have put out a small brush fire in the area west of the Center for Urban Horticulture. All clear. Any ongoing Seattle Fire Department presence in the area is due to training activities being conducted.,Update,24,73,"Center for Urban Horticulture, 3501 NE 41st St, Seattle, WA 98105, USA","{'location': {'lat': 47.6575198, 'lng': -122.2900402}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65947563029149, 'lng': -122.2887349197085}, 'southwest': {'lat': 47.6567776697085, 'lng': -122.2914328802915}}}"
73,2022-09-02,10:11:00,,Center for Urban Horticulture,Brush Fire,Small brush fire,UPDATE at 10:11 a.m. Friday: Seattle fire and UWPD are responding to a small brush fire in the open area west of the Center for Urban Horticulture. Please avoid the area until more information is provided.,Update,24,74,"Center for Urban Horticulture, 3501 NE 41st St, Seattle, WA 98105, USA","{'location': {'lat': 47.6575198, 'lng': -122.2900402}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65947563029149, 'lng': -122.2887349197085}, 'southwest': {'lat': 47.6567776697085, 'lng': -122.2914328802915}}}"
74,,10:08:00,,Center for Urban Horticulture,Fire Response,Grass area west of Center for Urban Horticulture. Avoid area,"ORIGINAL POST: Fire response in grass area west of Center for Urban Horticulture. Avoid area. More info: alert.uw.edu

Sent at 10:08am Fri",Original,24,75,"Center for Urban Horticulture, 3501 NE 41st St, Seattle, WA 98105, USA","{'location': {'lat': 47.6575198, 'lng': -122.2900402}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65947563029149, 'lng': -122.2887349197085}, 'southwest': {'lat': 47.6567776697085, 'lng': -122.2914328802915}}}"
75,2022-06-09,19:20:00,,King & Pierce County,Outage,Fully resolved,UPDATE at 7:20 p.m.: T-Mobile is reporting the outage issue is fully resolved.,Update,25,76,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
76,2022-06-09,17:40:00,,King & Pierce County,Service Outage,"T-Mobile service outage in King and Pierce counties, WA","UPDATE at 5:40 p.m.: T-Mobile indicated it has implemented a workaround and callers in the Puget Sound region, including in King and Pierce counties, should be able call and text 9-1-1 for emergencies.",Update,25,77,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
77,2022-06-09,13:56:00,,King & Pierce County,Outage,"Regional outage affecting some customers in King and Pierce counties, as well as other parts of western Washington. Some users may not be able to call or text 9-1-1.","ORIGINAL POST at 1:56 p.m.: T-Mobile is reportedly experiencing a regional outage that is affecting some customers in King and Pierce counties, as well as other parts of western Washington. Some users may not be able to call or text 9-1-1.

See the T-Mobile outage map: https://downdetector.com/status/t-mobile/map/

There is no known timeline for resolution yet.",Original,25,78,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
78,2022-05-25,19:04:00,,U District Light Rail station,Stabbing,Investigation ongoing,"UPDATE at 7:04 p.m.: Seattle Police and UWPD continue to investigate the stabbing at the U District Light Rail station on Brooklyn Ave. NE, but the suspect has not been found. Updates will be provided here as available.",Update,26,79,"U District Station, Seattle, WA 98105, USA","{'location': {'lat': 47.6599885, 'lng': -122.3140745}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6613352802915, 'lng': -122.3128628197085}, 'southwest': {'lat': 47.6586373197085, 'lng': -122.3155607802915}}}"
79,2022-05-25,18:26:00,,4300 Brooklyn Ave NE,Suspect Sighting,"Male, 5-foot-8, medium build, wearing blue jeans, black hat and a black shirt, riding a bicycle.","UPDATE at 6:26 p.m.: Suspect described as a male, about 5-foot-8, medium build, wearing blue jeans, black hat and a black shirt, riding a bicycle.",Update,26,80,"4300 Brooklyn Ave NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6601366, 'lng': -122.31376}, 'southwest': {'lat': 47.65986580000001, 'lng': -122.3142054}}, 'location': {'lat': 47.65998219999999, 'lng': -122.3139446}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.66135018029151, 'lng': -122.3127055197085}, 'southwest': {'lat': 47.65865221970851, 'lng': -122.3154034802915}}}"
80,2022-05-26,18:19:00,,4300 Brooklyn Ave NE,Stabbing,Stabbing reported at U District Light Rail station on Brooklyn. Suspect may be on campus. Two victims reported at this time.,"ORIGINAL POST at 6:19 p.m.: Stabbing reported at U District Light Rail station on Brooklyn. Suspect may be on campus.

Police are at the scene of a stabbing in the 4300 block of Brooklyn Ave NE. Two victims reported at this time. Officers are searching the area for a suspect. More information when available.

- Seattle Police Dept. (@SeattlePD) May 26, 2022",Original,26,81,"4300 Brooklyn Ave NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6601366, 'lng': -122.31376}, 'southwest': {'lat': 47.65986580000001, 'lng': -122.3142054}}, 'location': {'lat': 47.65998219999999, 'lng': -122.3139446}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.66135018029151, 'lng': -122.3127055197085}, 'southwest': {'lat': 47.65865221970851, 'lng': -122.3154034802915}}}"
81,2022-05-24,17:49:00,17:30:00,University Way NE and NE 43rd St.,Robbery,Police have not located the suspect. Scene is considered secure. All clear.,UPDATE at 5:49 p.m.: Police have not located the suspect in the robbery at University Way NE and NE 43rd St. The scene is considered secure. All clear.,Update,27,82,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
82,2022-05-24,17:30:00,17:30:00,University Way NE and NE 43rd St.,Robbery,"Suspect stole items and claimed to have a weapon, but none was seen. Suspect was last seen heading eastbound on NE 43rd St., described as a man between ages 30 and 40, 5-foot-10 or 5-foot-11 with dark hair wearing green pants, a yellow jacket and a white T-shirt.","ORIGINAL POST at 5:30 p.m.: Police are reporting a robbery at a business on University Way NE and NE 43rd St. The suspect stole items and claimed to have a weapon, but none was seen. The suspect was last seen heading eastbound on NE 43rd St.

The suspect is described as a man, between the ages of 30 and 40, 5-foot-10 or 5-foot-11, dark hair, wearing green pants, a yellow jacket and a white T-shirt. If seen, please call 9-1-1.

More info will be provided here as available.",Original,27,83,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
83,2022-04-20,16:45:00,,Washington State,Network outage,"Verizon service has been restored for Washington State customers, including emergency calls to 9-1-1. Users are advised to restart their phones.","UPDATE at 4:45 p.m.: Verizon service has been restored for Washington state customers, including emergency calls to 9-1-1. Users are advised to restart their phones.

Officials with @Verizon tell us their network should be operational again in Washington state. Users impacted should power cycle their phones (turn off and on again). If you are still having issues, contact @VerizonSupport. #verizonoutage #verizondown

- WA Emergency Management (@waEMD) April 20, 2022",Update,28,84,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
84,2022-04-20,15:12:00,,Nationwide/Seattle,Outage,Verizon Outage,"ORIGINAL POST at 3:12 p.m.: Verizon is experiencing a nationwide outage across the country and in the Seattle area. Some calls by Verizon customers, including to 9-1-1, may not go through.

Verizon customers experiencing an emergency can try Text-to-9-1-1, or call from a landline or a phone on another carrier. Please do not call or text 9-1-1 to test the system.

Verizon users can test their voice outage by calling #832.

There is no estimated time for when this issue will be resolved.

We're aware of issues affecting Verizon customers nationwide and in the Seattle area.

If you're a Verizon customer with a 9-1-1 emergency, try Text-to-9-1-1, or calling from a landline or a phone on another carrier.

Text-to-9-1-1 service is functioning for Verizon customers.

- King County, WA (@KingCountyWA) April 20, 2022

Updates will be provided here as available.",Original,28,85,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
85,2022-04-08,11:55:00,,Seattle Campus,Emergency Dialing Issue,Unable to dial 9-1-1 from Seattle Campus,UPDATE at 11:55 a.m.: All clear. The issue around dialing 9-1-1 from Seattle campus has been resolved. Campus phones should now be able to reach UWPD when dialing 9-1-1. Please do not test the system. Only call 9-1-1 for a real emergency.,Update,29,86,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
86,2022-04-08,09:08:00,,,911 Issue,Calls to 911 from campus buildings routed to SPD,"ORIGINAL MESSAGE sent at 9:08 a.m.:

Officials have reported a 9-1-1 issue affecting parts of the Seattle campus. To reach UWPD, please call 206-685-8973.

Typically, 9-1-1 calls from campus buildings go directly to UWPD. However, due to an unknown issue, some calls to 9-1-1 from campus buildings are being routed to Seattle Police Department dispatch, which then need to be transferred to UWPD dispatch. More info will be provided in this post when available.",Original,29,87,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
87,2022-03-23,08:00:00,,7th Ave. NE and I-5,Indoor Alert,Test concluded,UPDATE at 8 a.m.: The Indoor Alert test has concluded.,Update,30,88,"7th Ave NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6689604, 'lng': -122.3181287}, 'southwest': {'lat': 47.6543488, 'lng': -122.3240097}}, 'location': {'lat': 47.6615358, 'lng': -122.320743}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6689604, 'lng': -122.3181287}, 'southwest': {'lat': 47.6543488, 'lng': -122.3240097}}}"
88,2022-03-20,13:38:00,,7th Ave. NE and I-5,Investigation,Seattle police investigation ongoing; scene considered secure.,"UPDATE at 1:38 p.m.: The Seattle police investigation is ongoing, but the scene is considered secure. Any further updates will be provided here as they become available.",Update,30,89,"7th Ave NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6689604, 'lng': -122.3181287}, 'southwest': {'lat': 47.6543488, 'lng': -122.3240097}}, 'location': {'lat': 47.6615358, 'lng': -122.320743}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6689604, 'lng': -122.3181287}, 'southwest': {'lat': 47.6543488, 'lng': -122.3240097}}}"
89,2022-03-20,,,7th Ave. NE and I-5,Shooting,"Investigating a shooting near 7th Ave. NE and the I-5 Express Lanes on- and off-ramps. Suspect is believed to have left the scene in a full-sized white truck or SUV, such as a Chevrolet Avalanche or Honda Ridgeline. The direction of travel was unknown.","ORIGINAL POST: Seattle police are investigating a shooting near 7th Ave. NE and the I-5 Express Lanes on- and off-ramps. There is no significant suspect description available. Please avoid the area. The suspect is believed to have left the scene in a full-sized white truck or SUV, such as a Chevrolet Avalanche or Honda Ridgeline. The direction of travel was unknown.

More information will be provided here as it becomes available.",Original,30,90,"7th Ave NE, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6689604, 'lng': -122.3181287}, 'southwest': {'lat': 47.6543488, 'lng': -122.3240097}}, 'location': {'lat': 47.6615358, 'lng': -122.320743}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6689604, 'lng': -122.3181287}, 'southwest': {'lat': 47.6543488, 'lng': -122.3240097}}}"
90,2022-03-05,01:10:00,00:53:00,NE 42nd St and Brooklyn Ave. NE,Armed Robbery,No injuries reported,"UPDATE at 1:10 a.m. Saturday: Seattle police have tracked a cell phone that was taken in the reported armed robbery near NE 42nd St and Brooklyn Ave. NE to another area of the city. The scene in the U District is considered secure.

There were no reported injuries in the robbery.",Update,31,91,"Brooklyn Ave NE & NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583353, 'lng': -122.314386}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6596842802915, 'lng': -122.3130370197085}, 'southwest': {'lat': 47.6569863197085, 'lng': -122.3157349802915}}}"
91,2022-03-05,00:53:00,00:53:00,NE 42nd St and Brooklyn Ave NE,Armed Robbery,Suspect displayed a firearm,"ORIGINAL POST at 12:53 a.m. Saturday: Seattle police are responding to a reported armed robbery near NE 42nd St and Brooklyn Ave NE. The suspect displayed a firearm. Avoid the area, if possible. More information will be posted here as it becomes available.",Original,31,92,"Brooklyn Ave NE & NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583353, 'lng': -122.314386}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6596842802915, 'lng': -122.3130370197085}, 'southwest': {'lat': 47.6569863197085, 'lng': -122.3157349802915}}}"
92,2022-03-01,14:45:00,14:05:00,NE 42nd Street and University Way NE,Carjacking,Suspect not found and believed to have left the area. Scene cleared.,"UPDATE at 2:45 p.m.: The suspect in the reported carjacking at NE 42nd Street and University Way NE has not been found and is believed to have left the area. The scene has been cleared.

If anyone has information to report on this incident, contact UWPD at 206-685-8973.",Update,32,93,"University Way NE & NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583184, 'lng': -122.3132228}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6596673802915, 'lng': -122.3118738197085}, 'southwest': {'lat': 47.6569694197085, 'lng': -122.3145717802915}}}"
93,2022-03-01,14:23:00,14:05:00,NE 42nd Street and University Way NE,Carjacking,"Suspect displayed a weapon, headed southbound on University Way NE in a silver Dodge Dart sedan. No injuries were reported. Suspect is a man, age 18 to 20, 5-foot-10, wearing a blue hooded sweatshirt and a blue surgical mask, carrying a firearm.","ORIGINAL POST at 2:23 p.m.: Seattle Police have reported a carjacking that took place at NE 42nd Street and University Way NE around 2:05 p.m. The suspect displayed a weapon and then headed southbound on University Way NE in the vehicle, which is a silver Dodge Dart sedan. No injuries were reported. 

The suspect is described as a man, age 18 to 20, 5-foot-10, wearing a blue hooded sweatshirt and a blue surgical mask. The suspect carried a firearm on his waistband.",Original,32,94,"University Way NE & NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583184, 'lng': -122.3132228}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6596673802915, 'lng': -122.3118738197085}, 'southwest': {'lat': 47.6569694197085, 'lng': -122.3145717802915}}}"
94,2022-01-24,11:35:00,,NE 45th Street and 21st Avenue NE,Carjacking,Arrest of two suspects in connection with carjacking incident,UPDATE at 11:35 a.m. Thursday: Seattle police reported Thursday that they arrested two suspects on Wednesday night in connection with this carjacking incident and are investigating their possible involvement in a string of other incidents in the University District.,Update,33,95,"21st Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6613063, 'lng': -122.3054832}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6626552802915, 'lng': -122.3041342197085}, 'southwest': {'lat': 47.6599573197085, 'lng': -122.3068321802915}}}"
